sms,label
"What time you think you'll have it? Need to know when I should be near campus
",0
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.
",1
"Then dun wear jeans lor...
",0
"K:)k.are you in college?
",0
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+
",1
"How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
",1
"I cant wait to see you! How were the photos were useful? :)
",0
"Is that what time you want me to come?
",0
"Awesome, lemme know whenever you're around
",0
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT
",0
"Also remember to get dobby's bowl from your car
",0
"Filthy stories and GIRLS waiting for your
",1
"Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
",0
"My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
",0
"U sure u can't take any sick time?
",0
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?
",0
"Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
",0
"What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
",0
"It wont b until 2.15 as trying 2 sort house out, is that ok?
",0
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?
",0
"what is your account number?
",0
"Eh u send wrongly lar...
",0
"Another month. I need chocolate weed and alcohol.
",0
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.
",1
"LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
",0
"Carlos says he'll be at mu in  &lt;#&gt;  minutes
",0
"I'm in office now . I will call you  &lt;#&gt;  min:)
",0
"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*
",0
"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn
",0
"26th OF JULY
",0
"Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
",0
"I can't, I don't have her number!
",0
"Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
",0
"Aight will do, thanks again for comin out
",0
"&lt;#&gt;  am I think? Should say on syllabus
",0
"Umma. Did she say anything
",0
"Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
",1
"I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
",0
"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .
",0
"I just got home babe, are you still awake ?
",0
"I dunno they close oredi not... Ü v ma fan...
",0
"Just buy a pizza. Meat lovers or supreme. U get to pick.
",0
"Ya, told..she was asking wats matter?
",0
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!
",0
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen
",0
"I have a sore throat. It's scratches when I talk
",0
"Are you not around or just still asleep? :V
",0
"ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
",0
"They just talking thats it de. They wont any other.
",0
"Easy ah?sen got selected means its good..
",0
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p
",1
"18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
",1
"Ard 515 like dat. Y?
",0
"Tell me they're female :V how're you throwing in? We're deciding what all to get now
",0
"EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
",1
"I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
",0
"Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
",0
"That's fine, I'll bitch at you about it later then
",0
"No my mum went 2 dentist.
",0
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
",1
"URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
",1
"Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
",0
"Where can download clear movies. Dvd copies.
",0
"You tell what happen dont behave like this to me. Ok no need to say
",0
"Can u get pic msgs to your phone?
",0
"I don't think he has spatula hands!
",0
"Please da call me any mistake from my side sorry da. Pls da goto doctor.
",0
"Where r we meeting?
",0
"Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
",0
"Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
",0
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*
",0
"No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
",0
"Ok ill tell the company
",0
"Awesome, think we can get an 8th at usf some time tonight?
",0
"449050000301 You have won a £2,000 price! To claim, call 09050000301.
",1
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16
",1
"Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
",1
"Aiyar sorry lor forgot 2 tell u...
",0
"Howz pain?hope u r fine..
",0
"K do I need a login or anything
",0
"What * u wearing?
",0
"Oh:)as usual vijay film or its different?
",0
"I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
",1
"Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
",0
"Babe ? I lost you ... :-(
",0
"Ok... Help me ask if she's working tmr a not?
",0
"Not a drop in the tank
",0
"Ok i go change also...
",0
"1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
",1
"Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
",0
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up
",0
"Yun buying... But school got offer 2000 plus only...
",0
"Well. Im computerless. Time to make some oreo truffles
",0
"Haha yeah I see that now, be there in a sec
",0
"I am not having her number sir
",0
"Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
",0
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? 
",0
"I'm outside islands, head towards hard rock and you'll run into me
",0
"You flippin your shit yet?
",0
"Am i that much bad to avoid like this?
",0
"In that case I guess I'll see you at campus lodge
",0
"We're done...
",0
"Ok... C ya...
",0
"He also knows about lunch menu only da. . I know
",0
"I know she called me
",0
"Me also da, i feel yesterday night  wait til 2day night dear.
",0
"WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
",1
"I need you to be in my strong arms...
",0
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!
",0
"You have 1 new voicemail. Please call 08719181513.
",1
"Damn, can you make it tonight or do you want to just wait til tomorrow
",0
"FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
",1
"Jus ans me lar. U'll noe later.
",0
"have got * few things to do. may be in * pub later.
",0
"Dear relieved of westonzoyland, all going to plan this end too!
",0
"Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
",0
"Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
",0
"Nobody can decide where to eat and dad wants Chinese
",0
"Now? I'm going out 4 dinner soon..
",0
"Hello which the site to download songs its urgent pls
",0
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! 
",0
"Horrible gal. Me in sch doing some stuff. How come u got mc?
",0
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x
",0
"I call you later, don't have network. If urgnt, sms me.
",0
"Please CALL 08712402779 immediately as there is an urgent message waiting for you
",1
"Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
",0
"Just wait till end of march when el nino gets himself. Oh.
",0
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!
",0
"I will see in half an hour
",0
"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!
",0
"""Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.""
",0
"Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA
",1
"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..
",0
"Ok...
",0
"network operator. The service is free. For T & C's visit 80488.biz
",1
"Let me know how to contact you. I've you settled in a room. Lets know you are ok.
",0
"Wot u up 2 u weirdo?
",0
"Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
",0
"Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
",0
"Am I the only one who doesn't stalk profiles?
",0
"But if she.s drinkin i'm ok.
",0
"Just wondering, the others just took off
",0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng
",0
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May
",0
"Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... 
",0
"TELL HER I SAID EAT SHIT.
",0
"Great to hear you are settling well. So what's happenin wit ola?
",0
"Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
",0
"I cant pick the phone right now. Pls send a message
",0
"Designation is software developer and may be she get chennai:)
",0
"Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
",1
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply
",1
"Ok, be careful ! Don't text and drive !
",0
"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.
",0
"U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
",0
"How abt making some of the pics bigger?
",0
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)
",0
